ym,regime,train_months,BB_PERIOD,BB_K,mode,equity_multiple,max_drawdown_pct,trades,win_rate_pct,avg_trade_ret_pct,bh_month_mult,cum_strat_mult,cum_bh_mult,vol_min,trend_split,min_bars
2021-02,trend,6,16,3.0,MOMO,1.3562969975915848,3.557194247593265,13,46.15384615384615,2.5391495725552327,3.135393460294646,1.3562969975915848,3.135393460294646,0.004,0.15,900
2021-03,trend,6,16,3.0,MOMO,1.137799959040248,3.6128416746072256,8,87.5,1.652772683883974,1.4702478461351776,1.5431946683061166,4.609805481784525,0.004,0.15,900
2021-04,trend,6,16,3.0,MOMO,1.0450611012064879,1.3602424460691154,2,50.0,2.293503566903965,2.2079450103724807,1.612732719435971,10.17819701229385,0.004,0.15,900
2021-05,trend,6,16,3.0,MOMO,0.7667779600014785,25.54571452548976,9,11.11111111111111,-2.85882543026863,0.7727337077061017,1.2366079046367506,7.865035915072994,0.004,0.15,900
2021-06,trend,6,16,3.0,MOMO,0.8639502535846644,14.343602968616853,7,14.285714285714286,-2.051833987357843,1.0888296078251003,1.0683677127957212,8.563683970939257,0.004,0.15,900
2021-08,range,6,20,3.0,MR,1.1386732409197027,0.7131925700305075,12,75.0,1.092207076231766,3.024132730015083,1.2165217260230738,25.897716986022942,0.004,0.15,900
2021-09,trend,6,12,3.0,MOMO,0.9818062373984993,1.819376260150074,2,0.0,-0.9099311743275162,1.306561922365989,1.1943886185402421,33.836970890148464,0.004,0.15,900
2021-10,trend,6,20,2.6,MOMO,1.0812783347989818,15.120200280811268,34,35.294117647058826,0.264618943461592,1.4294084427502471,1.2914665365580493,48.36685186747256,0.004,0.15,900
2021-11,trend,6,20,2.4,MOMO,1.0212215220904473,7.8626219990416075,32,34.375,0.09270228586306661,1.0141030005349414,1.3188734221926894,49.04896960523296,0.004,0.15,900
2021-12,range,6,20,2.0,MR,0.9467331861122444,21.614461077963497,58,60.3448275862069,-0.07620101286127667,0.8081293082956977,1.2486212370712442,39.637909879693616,0.004,0.15,900
2022-01,trend,6,20,2.6,MOMO,0.8293869154989489,19.345990088065502,25,44.0,-0.7255895681245517,0.5823236757389523,1.035590116441001,23.082093379752518,0.004,0.15,900
2022-02,trend,6,20,2.6,MOMO,0.9965044900164126,9.122238138238492,24,45.833333333333336,0.0011305496235847201,0.9958041958041959,1.031970200850077,22.98524543550181,0.004,0.15,900
2022-03,range,6,20,3.0,MR,1.007110640040637,3.5013786267802605,13,53.84615384615385,0.0629132961320833,1.2212274942803143,1.039308169480986,28.070213688615908,0.004,0.15,900
2022-04,trend,6,20,2.6,MOMO,1.0361122093604138,11.364933023555167,24,37.5,0.16725473632308585,0.6806337461798294,1.076839883687272,19.105534698950972,0.004,0.15,900
2022-05,trend,6,20,3.0,MOMO,0.9810205791692146,5.038043620777688,7,42.857142857142854,-0.26327514992617873,0.5387241054613937,1.056402086367397,10.29261209005398,0.004,0.15,900
2022-06,trend,6,20,3.0,MOMO,1.1183300573611956,3.04750701873695,9,33.333333333333336,1.331477940595649,0.7410008779631254,1.1814062058437378,7.626834595263879,0.004,0.15,900
2022-07,trend,6,20,3.0,MOMO,1.0530446489095417,4.089850852600929,14,42.857142857142854,0.3930934317264656,1.2592922985429675,1.2440734832522726,9.604414068076874,0.004,0.15,900
2022-08,trend,6,16,2.6,MOMO,1.0505285580969828,6.999855542039746,22,36.36363636363637,0.24701821621613274,0.7422243166823752,1.3069347225277008,7.128629668812949,0.004,0.15,900
2022-09,trend,6,16,2.6,MOMO,0.8463101068950504,16.006263063497595,28,39.285714285714285,-0.5768044593078336,1.0485651214128036,1.1060720647272715,7.474832434185764,0.004,0.15,900
2022-12,trend,6,16,2.6,MOMO,0.8803199187462112,12.35938393907492,22,13.636363636363637,-0.5708330616331136,0.7080965909090909,0.9736972701481657,5.292903364263641,0.004,0.15,900
2023-01,trend,6,16,3.0,MOMO,1.1550855281197072,15.043062871191315,23,26.08695652173913,0.8325972167520401,2.404020100502513,1.1247036255178111,12.724246077707168,0.004,0.15,900
2023-02,trend,6,12,3.0,MOMO,0.9730495907152753,2.98151846209882,3,33.333333333333336,-0.8992796647816714,0.9162829635830891,1.0943924024860923,11.659009905442021,0.004,0.15,900
2023-03,range,6,12,3.0,MR,0.9986509760852166,1.7534663139058604,2,50.0,-0.053007442822927686,0.96709323583181,1.0929160409629812,11.275349616049049,0.004,0.15,900
2023-04,range,6,12,3.0,MR,0.9790996706824269,2.5646633499601057,3,33.333333333333336,-0.695599511825995,1.0706214689265536,1.0700737357903967,12.071631368594884,0.004,0.15,900
2023-05,range,6,16,3.0,MR,1.0301059833653448,3.1830623784896206,18,50.0,0.1705502862568986,0.9127192982456139,1.1022893578797948,11.018010911423662,0.004,0.15,900
2023-07,range,6,16,3.0,MR,0.9580798788516601,6.187283082148898,8,50.0,-0.5249612876483623,1.2555555555555558,1.056081254456948,13.833724811009711,0.004,0.15,900
2023-08,trend,6,20,3.0,MOMO,0.9221406773752813,7.7859322624718725,10,10.0,-0.8054864161655573,0.8315080033698399,0.9738554833482668,11.5028528967705,0.004,0.15,900
2023-09,trend,6,12,3.0,MOMO,0.9986881587850162,1.4658810577177994,2,50.0,-0.05566399229128827,1.0803842264914054,0.9725779395877725,12.427500829321819,0.004,0.15,900
2023-11,trend,6,12,3.0,MOMO,0.9695231694109814,3.047683058901862,3,33.333333333333336,-1.019776154515839,1.5531691985332634,0.9429368464883392,19.302011502849236,0.004,0.15,900
2023-12,trend,6,12,3.0,MOMO,1.0470858448073168,1.3474710544653656,2,50.0,2.3956513399506996,1.72289972899729,0.9873358245051899,33.25543038736152,0.004,0.15,900
2024-01,trend,6,12,3.0,MOMO,1.0,0.0,0,0.0,0.0,0.9472450175849941,0.9873358245051899,31.501040742072814,0.004,0.15,900
2024-03,trend,6,16,3.0,MOMO,0.9662099510234918,3.8222918117741034,10,20.0,-0.3372188680796584,1.588590709353421,0.9539736986388985,50.04226065782047,0.004,0.15,900
2024-04,trend,6,16,3.0,MOMO,1.0044016088517067,2.3676036244489107,5,40.0,0.09716237029597785,0.6284453698195518,0.9581727177151228,31.448827005710392,0.004,0.15,900
2024-05,trend,6,16,3.0,MOMO,0.973731849928836,3.997931598966753,9,33.333333333333336,-0.28243151141066347,1.3089687870406954,0.9330032929720868,41.1655329395174,0.004,0.15,900
2024-06,trend,6,16,3.0,MOMO,0.9741157507789922,4.088401778534401,6,33.333333333333336,-0.4286688216799561,0.8826610475617099,0.9088532032127763,36.335212427830506,0.004,0.15,900
2024-07,range,6,20,2.4,MR,0.8944524194401863,14.725671357665682,33,63.63636363636363,-0.3197759301932779,1.1739249333424489,0.812925946529631,42.65481182732464,0.004,0.15,900
2024-08,trend,6,16,3.0,MOMO,0.9402074737662911,6.102101563438356,9,22.22222222222222,-0.6807068797256122,0.7858677350055159,0.7643190505456954,33.52104035782611,0.004,0.15,900
2024-09,trend,6,16,3.0,MOMO,1.0399050798398501,1.3392886846740448,7,85.71428571428571,0.5662283968127291,1.1253044055789243,0.7948192632808398,37.721374394250645,0.004,0.15,900
2024-12,trend,6,16,3.0,MOMO,0.9879021424498677,1.9081029434145913,6,50.0,-0.2009576054129436,0.7935197216749801,0.7852036530555672,29.93265451052349,0.004,0.15,900
2025-01,trend,6,12,3.0,MOMO,1.0464561572432514,0.0,2,100.0,2.3044365332274275,1.2165765576610152,0.821681197429892,36.41536578606913,0.004,0.15,900
2025-02,trend,6,16,3.0,MOMO,0.9786738251770397,2.1326174822960287,2,0.0,-1.070380574702512,0.6365393702478629,0.8041578805647628,23.179814004810016,0.004,0.15,900
2025-03,trend,6,16,3.0,MOMO,1.128099555561835,2.0802686945874727,11,72.72727272727273,1.1473504082698538,0.845026462206541,0.907170147666656,19.58755622309024,0.004,0.15,900
2025-04,trend,6,16,3.0,MOMO,0.936928179501723,7.338372797649628,12,25.0,-0.5226588177617675,1.1860128617363344,0.8499532749516293,23.2310936105686,0.004,0.15,900
2025-05,trend,6,12,3.0,MOMO,0.9725135178210514,2.7486482178948557,1,0.0,-2.7486482178948557,1.0558817574407775,0.8265910494067323,24.52928794879839,0.004,0.15,900
2025-09,trend,6,20,3.0,MOMO,0.9511423833435837,4.88576166564163,4,0.0,-1.2416922042459033,1.0716428357164283,0.7862057807831934,26.286635695555116,0.004,0.15,900
